10000
1537026148	717679673
1774102559	1678754165
1181096869	1503728062
1569980138	524608677
1677663404	28545918
882390545	1963307280
1219218805	121495961
1873151877	2100815366
1625216035	1161394052
1070964381	1637905960
1840082474	354140071
1354987460	1357647432
966640249	608875388
609068161	1701520325
1559858823	66875585
844009714	1141774763
2042055796	1895600665
1440473410	1453449239
494875248	164128305
1135419387	453950067
1676861925	1590473894
1365782249	249556160
254818529	652624785
1465776266	1516787925
2023765585	1582185909
1656055409	1935193943
1164766186	1911845697
1740303065	546341315
1865890280	314238819
749542960	429455418
164672759	1696123177
1044305561	259716796
1373419668	1910122120
689431837	1606608894
1963787727	704156946
2130896452	391887745
124984866	381636096
1771695530	2026007055
599866553	1668917253
1208357704	115081449
1438631043	553558128
752298492	1644525155
1419743195	933076548
1291951842	627453677
1469242569	1792883977
1657950382	1571750449
213454596	1233704482
916617189	1684895592
1320845402	910212375
1413369044	1176903041
1885021217	1872833575
1046080946	33841433
1837281623	524877548
1901611007	1524559995
1652443608	1361196652
488838673	1786627336
1729283798	29114488
1848411947	761155727
184218510	1636562243
731067325	1294586788
1963318159	1402062158
120630975	220234057
1359472218	1571047493
1283774986	637988293
283390980	1980955461
1479453586	1610754936
779355270	1121259837
845078034	1917159827
860572801	344703862
1674412675	1228118437
1521239342	1676803459
607835832	317119645
1922945308	1460387853
1148043808	31712761
420429671	940281867
2132664043	35018624
147494290	740403392
1439558626	1111060080
1216453895	896293825
1560016717	573116396
903110777	168412043
117759955	1359124798
26926847	1587951659
1924251544	1939459835
1994652679	1907846283
1094145024	392949107
783426824	832391211
1290606719	1642291533
386480240	1582845152
1998534275	573837198
132728109	1673302377
1894692774	1213934902
1509251414	2059160381
1609552062	2037488422
293673492	852959238
1232569341	1165655225
1821538641	73067655
1834915148	1553721516
2143855539	1299414607
1500093506	613539562
1690429287	1983860446
911412600	110714149
1051863941	591874283
486821477	95868869
655346033	2104634815
1394185968	889491759
1054326746	1182048625
320021978	1310332158
307779521	1709787471
919344590	279683965
1954180119	290362815
1044985721	953747681
819333359	870620149
1706757232	1529725245
417970831	416747280
1327362093	914572015
1671394526	2041695722
138804241	715637845
1816837715	521499312
958173377	40078386
1435051991	529973280
1646232851	56218809
2124201830	1692009082
618187600	353109014
1205881637	1449496320
630158672	1834936947
1920097309	838708894
97722550	1745391542
169028374	1886500484
965070280	2139693816
72812850	1847374807
509812923	2113528978
554528219	2024232400
838011026	1253556956
1717182422	652234521
1349060159	521747287
830921908	218351315
1928482129	28457932
1551093490	924295497
1885199328	571377858
1748273669	1364296629
1050544584	2039761301
1986728846	1875971166
92481708	1709389575
674357459	1654608194
1234171555	176778512
1146567383	987241550
1110074128	1825427807
1013771207	317420751
541182909	1067906518
1784010047	690180515
1304738158	778701989
878984305	549206422
627619748	2112914219
959691941	1940263417
468069824	616933007
742000933	372142802
1131693150	104110571
1734678139	497490501
1169012536	265806149
637960483	1963471957
1839461497	654797867
1481543441	227725922
573712100	177689670
1428014360	360109648
753936690	1260431530
1294030702	1207115345
709590206	1105900451
397915172	496219046
1274504821	1600631369
283772814	1955988558
620026030	1186830966
1239932226	359611894
978119800	272160815
66649595	1340763078
659143975	1512136599
1158340795	1294481510
193910813	1326341592
942880884	717186175
2069816261	314300874
1792501345	1669505299
354228591	695259453
767103244	1359888967
2132896995	1802759241
127787964	248663948
291796974	1526575917
1174306310	1191436240
1331361052	1553082871
83612	1405266884
295369682	1443537157
1406237540	1576799545
1321748835	1061825277
508323969	710999217
1164828211	806816225
948546417	1448518838
1381487874	73506954
628278853	305590072
1418940127	320814554
1746255108	1798080254
944948394	1106088393
1409172719	1516229117
1221814117	791231805
1014204411	1155829438
2035777351	1600474253
1938091496	471815576
1294761108	598147105
687442128	377824436
2133635320	1326885634
1496660190	891856019
2135738920	174868835
1262880749	1655865142
884860121	519798172
284400808	1773265481
494886101	346534676
232648868	1709286936
