70000
1553429780	1535615881
637642321	911090517
1139916109	868429076
1388615320	1752891291
1663258291	587463838
1522400007	1856747291
1266845280	1715744602
109113898	2073732795
1714978402	116492380
1529828243	1574570
693994226	977269525
1013974419	1585321188
663598387	1215511438
88804555	37021220
1592870557	844307997
1860049850	938379571
225546229	446833848
186169777	71768360
1472500553	715246243
1677633842	1679181031
1912982790	1524072293
2045570682	840747551
1692397	526828968
339388595	387549733
230461180	1448036719
1868448429	359376122
1310467090	428097998
972834936	1643764741
1524366979	555907343
1580849351	667361573
38869130	438439222
831611297	1067494003
1293321383	23009147
167677169	651634519
2002244780	659268970
1465443917	225965576
1052347936	136443660
1843542271	520889781
1451204095	1415445686
1719286783	1660491496
1330580507	1319364938
1797857691	1499299347
151011131	1865891610
336592129	631985905
332987273	174713229
795094354	1507556044
1482364202	1137354167
759542822	993411586
1730654124	1585347100
1099101371	2089894550
615171518	1201426368
1731717882	136574983
1903204285	385495930
71932511	2083902763
842938818	323094867
1416770053	355602835
169858244	801740045
1532535037	397504741
40556170	875233091
1927062134	1932405731
1547927336	1397836394
2112659425	972336477
1856098916	1107024890
2116492269	966436175
1473970964	1806123803
841406676	342188037
193131193	1108170134
2037255354	671466910
317791385	327977606
1876585840	1833373038
1405282510	557995864
175399799	1596858109
1291101404	1366527740
2041605162	764245968
582291469	489740104
1904592624	96989386
160522429	661003571
554111866	1469038470
510075731	88092093
947574268	141996124
674524251	162914044
54687583	11206565
1517660666	1659538043
338281465	1107368646
1451548420	760065020
1180058784	1236502643
700668882	1489063273
2059490820	720789394
352092231	1296678932
618760368	1389686202
423852242	481374195
885197116	1888705843
1523316994	88678624
67982550	121417646
556911672	1280737678
1129560265	763934375
1787798859	2091718036
1197729662	1878205903
1144484468	339427497
1041375647	408776079
499373000	595918524
1886386907	1203665288
706540676	1392057269
1619669665	285350283
551222630	154289252
1126696435	2023667446
2080247383	1683992921
1182039434	165548841
1388047822	804886993
736198898	1641588319
1452464424	1122958719
1480900397	157503649
1463975639	1318420994
965376412	842403399
2061725969	1779716638
1545299450	180629332
1442789713	1728848114
1296508088	2042352554
440761430	1206255507
1290678469	700710136
34935604	899660797
166656652	679674476
823399739	494792105
914227551	176955372
1971569756	500215882
1877334416	1529787988
1472492432	578756596
1208671709	1097596190
414637600	229708685
1685755136	734815881
2019541717	1458596784
1110318183	1632292898
1990629908	869127143
236125507	11616493
1964869621	1707680228
2010133488	100798212
1898435248	1836669657
976983221	497030385
2025777512	1036904646
426589917	1396321333
271349315	1460154624
1523131299	1262670053
262181117	1989073422
479070705	825146332
1932493245	871291487
105033116	60022778
1632999403	979957561
1094638884	103319539
1324705197	1357277530
1192148276	413648222
781101815	410670594
128231900	1267445359
1063854120	247349918
1829214881	238614515
1042184656	1120888460
1045795736	1682767904
2068015185	108387600
604260544	356796345
901827991	83464211
476172786	1511945580
95368109	829007301
251806171	1563531407
1662452757	2081239429
1177440867	186844564
675495234	1449839796
2107992510	1992391011
403214206	1510253957
1729031406	82129438
1664963092	1322766834
991465294	1231579185
1703972509	1971526018
1912594963	1448314845
100461170	528737648
206318650	1558944292
1876222244	17382360
87548528	401811901
1564033939	1518573493
1969035903	863421451
977324178	1932527390
1445166502	873351544
368672763	792806146
1704349834	1870776352
830072337	971997047
446266200	1383128076
1870578204	1794766195
1080133603	1126197530
81022052	232995766
1097150681	1516902425
1800683438	1746988942
1246726410	732829091
839816892	1539975760
899684676	567991005
660010120	1037050085
723499543	804409887
1307412944	636673704
1811413774	1703119746
524040159	712515966
887024890	395848756
125703686	1725425601
1756390566	346031100
358981624	1122590145
1728728120	1427252577
441724649	215208064
639470100	1565801112
1154679046	2028491830
1559290685	1255598454
1668900956	934454025
820887664	1224020520
1367025027	1809573183
833077867	2093815876
2096388190	232113001
1292904855	1612357639
1946180827	1137731932
666188236	1793430641
108313995	1514664956
702763954	193716378
205956194	1909597241
457725072	698861550
1178005407	1085133756
1411906768	222750426
702413061	738708668
873619769	581763044
198435717	66991828
